pattern,meaning,title,explanation,category,example_sentence,example_translation
～からいうと/いえば/いって、～からすると/すれば/して、～から見ると/見れば/見て,Nếu xét về thành tích trong một năm qua thì khả năng đỗ là cao.,N2,"""Cấu trúc này được sử dụng để chỉ căn cứ, đầu mối dẫn đến một phán đoán, kết luận nào đó. Có nghĩa là """"dựa vào…, căn cứ vào…để phán đoán"""". Thường được dùng khi muốn đưa ra nhận định dựa trên bằng chứng, dấu hiệu cụ thể. Cấu trúc này thể hiện tính logic trong suy luận.""",jlpt_grammar,,
default,"""#根拠, #判断, #推測, #証拠, #基準, #から構文, #N2文法""",[sound:J2TEAM-TTS-1748161164038.mp3],,jlpt_grammar,,
～からいうと/いえば/いって、～からすると/すれば/して、～から見ると/見れば/見て,"私からすれば、この提案は実現可能だと思う。(Theo quan điểm của tôi, đề xuất này có thể thực hiện được.)",N2,"Cấu trúc này có ba ý nghĩa chính. Thứ nhất, nó được sử dụng để {{c1::biểu thị quan điểm hoặc lập trường}} của một nhóm người hoặc cá nhân cụ thể. Thứ hai, nó dùng để {{c2::xét đánh giá trên một phương diện}} hoặc khía cạnh nhất định của vấn đề. Thứ ba, nó thể hiện {{c3::căn cứ hay đầu mối}} dẫn đến một phán đoán hoặc kết luận. Cấu trúc này thường xuất hiện trong {{c3::các tình huống phân tích}} hoặc {{c3::so sánh đánh giá}}.",jlpt_grammar,,
Nhóm biểu thị quan điểm và căn cứ phán đoán,Nhóm các cấu trúc biểu thị quan điểm và phán đoán,N2,,jlpt_grammar,,
～もかまわず,Tôi xin rút kinh nghiệm vì đã không bận tâm đến cảm xúc của đối phương mà lại nổi giận một cách độc đoán.,N2,"""Cấu trúc ～もかまわず có nghĩa là """"không bận tâm đến, không để ý đến"""". Nó diễn tả hành động được thực hiện mà không quan tâm đến hậu quả hoặc tác động của điều được nêu ở phía trước. Hành động này thường không thể hiện ý muốn của người nói mà là kết quả tự nhiên của tình huống. Cấu trúc này mang tính khách quan hơn là chủ quan.""",jlpt_grammar,,
default,"""#文法, #N2レベル, #動作, #無視, #気持ち, #構わず, #不注意""",[sound:J2TEAM-TTS-1748161636669.mp3],,jlpt_grammar,,
～もかまわず,"母は息子の無事を聞いて、人目もかまわず声を上げて泣いた。(Nghe tin con trai bình an vô sự, mẹ tôi òa khóc mà không để ý đến ánh mắt mọi người xung quanh.)",N2,Cấu trúc ～もかまわず được sử dụng để diễn tả việc {{c1::không bận tâm đến}} hoặc {{c1::không để ý đến}} điều gì đó. Nó thể hiện rằng hành động được thực hiện {{c2::một cách tự nhiên}} mà {{c2::không có ý định bỏ qua}} điều được nhắc đến. Cấu trúc này thường xuất hiện trong các tình huống {{c3::cảm xúc mạnh}} hoặc khi {{c3::tình thế bức bách}}.,jlpt_grammar,,
～もかまわず vs ～を気にしないで vs ～にかかわらず,Nhóm cấu trúc diễn tả sự không quan tâm,N2,,jlpt_grammar,,
～ぬく,Công việc gì đã quyết định làm thì hãy làm đến cùng.,N3,"Cấu trúc ～ぬく diễn tả việc thực hiện một hành động đến cùng, hoàn thành trọn vẹn dù có gặp khó khăn. Nó nhấn mạnh sự kiên trì và quyết tâm của người thực hiện. Thường được sử dụng với các động từ thể hiện sự nỗ lực như やる、がんばる、耐える、考える.",jlpt_grammar,,
default,"""#動詞, #完了, #継続, #意志, #努力, #困難, #最後まで""",[sound:J2TEAM-TTS-1748161495028.mp3],,jlpt_grammar,,
～ぬく,"悩み抜いた結果、答えが見つかった。(Sau khi day dứt suy nghĩ, cuối cùng đã tìm ra câu trả lời.)",N3,Cấu trúc ～ぬく được sử dụng để diễn tả việc {{c1::thực hiện một hành động đến cùng}} hoặc {{c1::hoàn thành trọn vẹn}} một công việc. Nó nhấn mạnh {{c2::sự kiên trì và quyết tâm}} khi phải đối mặt với khó khăn. Cấu trúc này thường xuất hiện trong các tình huống {{c3::cần sự nỗ lực lâu dài}} hoặc {{c3::vượt qua thử thách}}.,jlpt_grammar,,
～ぬく vs ～きる vs ～とおす,Các cấu trúc thể hiện sự hoàn thành,N3,,jlpt_grammar,,
～ばかりに,Chỉ vì đến muộn mà tôi đã gây phiền phức cho mọi người.,N3,"Cấu trúc ～ばかりに được sử dụng để biểu thị rằng chỉ vì một nguyên nhân duy nhất mà dẫn đến kết quả không mong muốn hoặc tiêu cực. Thường mang ý nghĩa hối tiếc, đáng tiếc về hành động hoặc tình huống đó. Người nói thường cảm thấy trách móc bản thân hoặc ai đó vì nguyên nhân này.",jlpt_grammar,,
default,"""#原因, #理由, #後悔, #結果, #悪い結果, #責任, #中級文法""",[sound:J2TEAM-TTS-1748161584764.mp3],,jlpt_grammar,,
～ばかりに,私が遅刻をしたばかりに皆に迷惑をかけてしまった。(Chỉ vì đến muộn mà tôi đã gây phiền phức cho mọi người.),N3,Cấu trúc '～ばかりに' được sử dụng để biểu thị {{c1::chỉ vì một nguyên nhân duy nhất}} mà dẫn đến {{c1::kết quả tiêu cực hoặc không mong muốn}}. Nó mang tính {{c2::hối tiếc}} và {{c2::trách móc}} về nguyên nhân đó. Thường xuất hiện trong các tình huống {{c3::phản ánh}} hoặc {{c3::giải thích lý do}} cho một việc xấu đã xảy ra.,jlpt_grammar,,
原因・理由を表す表現の比較,So sánh các cách diễn tả nguyên nhân và lý do,N3,,jlpt_grammar,,
～あまり(に),Vì quá căng thẳng nên tâm trạng tôi không được tốt.,N2,"""Cấu trúc này biểu thị việc một hành động hoặc trạng thái đạt đến mức độ quá cao, dẫn đến một hậu quả nào đó. Nó mang ý nghĩa """"vì quá… mà"""" hoặc """"do… quá mức"""". Thường được sử dụng trong văn viết và tình huống trang trọng. Có thể dùng cả """"あまり"""" và """"あまりに"""", với """"あまりに"""" nhấn mạnh hơn.""",jlpt_grammar,,
default,"""#結果, #程度, #過度, #感情, #状況, #中級文法, #書き言葉""",[sound:J2TEAM-TTS-1748160191071.mp3],,jlpt_grammar,,
～あまり(に),"日本では経済成長を急ぐあまりに、環境破壊が急激に進んだ。(Ở Nhật Bản, do tăng trưởng kinh tế quá gấp rút mà các vấn đề môi trường diễn biến rất nhanh.)",N2,"""Cấu trúc """"～あまり(に)"""" được sử dụng để biểu thị {{c1::mức độ quá cao}} của một hành động hoặc trạng thái. Nó mang ý nghĩa {{c2::nguyên nhân dẫn đến hậu quả}} không mong muốn hoặc bất thường. Cấu trúc này thường xuất hiện trong {{c3::văn viết}} và {{c3::ngôn ngữ trang trọng}}, ít được sử dụng trong hội thoại thường ngày. Phần sau """"あまり"""" luôn là một {{c2::kết quả tiêu cực}} hoặc bất ngờ.""",jlpt_grammar,,
程度を表す表現の比較,Các cách biểu thị mức độ và nguyên nhân,N2,,jlpt_grammar,,
～(よ)うとする/している,Năm mới chuẩn bị tới rồi. Liệu năm nay sẽ là năm như thế nào nhỉ.,N2,Cấu trúc này diễn tả thời điểm ngay trước khi một sự việc hoặc biến đổi bắt đầu xảy ra. Được sử dụng chủ yếu trong văn viết và có tính chất trang trọng. Thường kết hợp với các động từ không có ý chí như 始まる、終わる、明ける để mô tả các hiện tượng tự nhiên hoặc sự kiện.,jlpt_grammar,,
default,"""#文法, #意志形, #直前, #変化, #書面語""",[Để trống],,jlpt_grammar,,
～(よ)うとする/している,病院では、生まれようとする命と消えようとする命の交替が、日々くり返されている。(Ở các bệnh viện những khoảnh khắc giao thoa giữa một sinh linh chuẩn bị sinh với một sinh linh chuẩn bị kết thúc cuộc đời cứ ngày ngày lặp đi lặp lại.),N2,"Cấu trúc này được sử dụng để diễn tả {{c1::thời điểm ngay trước}} khi một sự việc hoặc biến đổi bắt đầu xảy ra. Nó mang tính {{c2::văn chương và trang trọng}}, thường xuất hiện trong {{c2::văn viết}} hơn là lời nói hàng ngày. Cấu trúc này chỉ được sử dụng với {{c3::động từ không có ý chí}} để mô tả các {{c3::hiện tượng tự nhiên}} hoặc {{c3::sự kiện quan trọng}}.",jlpt_grammar,,
直前・予定を表す表現の比較,Các cách diễn đạt thời điểm ngay trước và dự định,N2,,jlpt_grammar,,
～は…にかかっている,Có đỗ được hay không phụ thuộc vào sự cố gắng trong một tháng tới.,N3,"""Cấu trúc """"～は…にかかっている"""" được sử dụng để diễn tả ý nghĩa """"phụ thuộc vào"""" hoặc """"tùy thuộc vào"""". Vế trước thường là câu mang ý """"có được hay không"""" hoặc """"thành công hay thất bại"""". Cấu trúc này nhấn mạnh rằng kết quả cuối cùng hoàn toàn được quyết định bởi yếu tố được đề cập sau """"に"""". Thường được sử dụng trong các tình huống quan trọng, có tính quyết định.""",jlpt_grammar,,
default,"""#依存, #結果, #条件, #可能性, #成功失敗, #努力, #判断""",,,jlpt_grammar,,
～は…にかかっている,このプロジェクトが成功するかどうかは、あなたの肩にかかっているんです。 (Dự án này có thành công hay không hoàn toàn phụ thuộc vào bạn.),N3,"""Cấu trúc """"～は…にかかっている"""" được sử dụng để diễn tả {{c1::sự phụ thuộc}} hoặc {{c1::sự tùy thuộc}} vào một yếu tố quyết định nào đó. Nó thường xuất hiện trong các tình huống {{c2::quan trọng}} hoặc {{c2::có tính quyết định}} cao. Vế trước thường là câu hỏi dạng """"có…hay không"""" hoặc các {{c3::kết quả tương lai}} chưa chắc chắn. Cấu trúc này nhấn mạnh rằng yếu tố được đề cập sau """"に"""" có vai trò {{c3::then chốt}} trong việc quyết định kết quả cuối cùng.""",jlpt_grammar,,
依存・決定を表す表現の比較,Các cách diễn tả sự phụ thuộc và quyết định,N3,,jlpt_grammar,,
～を踏まえ(て),Tôi viết luận văn dựa trên nghiên cứu trước đó.,N2,"""Cấu trúc ～を踏まえ(て) được sử dụng để biểu thị việc lấy một cái gì đó làm căn cứ, tiền đề để suy nghĩ hoặc hành động. Đây là cấu trúc thuộc văn viết, thường xuất hiện trong các văn bản trang trọng, báo cáo, luận văn. Nó mang ý nghĩa """"dựa trên"""", """"căn cứ vào"""" với sắc thái nghiêm túc và chuyên nghiệp.""",jlpt_grammar,,
default,"""#基づく, #根拠, #前提, #考慮, #文語, #論文, #ビジネス""",[Để trống],,jlpt_grammar,,
～を踏まえ(て),会議の結果を踏まえて方針を決定する。(Quyết định phương hướng dựa trên kết quả cuộc họp.),N2,"Cấu trúc này được sử dụng để biểu thị việc {{c1::lấy một việc gì đó làm căn cứ}} hoặc {{c1::tiền đề}} để suy nghĩ, quyết định hoặc hành động. Nó mang tính {{c2::trang trọng}} và {{c2::chuyên nghiệp}}, chủ yếu xuất hiện trong {{c3::văn viết}} như báo cáo, luận văn, tài liệu công việc. Khác với các cấu trúc tương tự, nó nhấn mạnh sự {{c2::cân nhắc kỹ lưỡng}} và {{c2::thận trọng}} trong việc sử dụng thông tin làm cơ sở.",jlpt_grammar,,
～を踏まえ(て) vs ～に基づいて vs ～を参考に,"Các cấu trúc biểu thị sự dựa vào, căn cứ",N2,,jlpt_grammar,,
～(よ)うにも～ない,Răng tôi đau quá muốn ăn mà không ăn được.,N2,"""Cấu trúc ～(よ)うにも～ない được sử dụng để diễn tả tình huống """"dù có muốn làm gì đó nhưng vì một lý do nào đó mà không thể thực hiện được"""". Nó thể hiện sự bất lực hoặc không thể vượt qua được hoàn cảnh khách quan. Cấu trúc này mang tính cảm xúc mạnh, thể hiện sự frustration của người nói. Thường được sử dụng trong các tình huống khó khăn hoặc bất khả kháng.""",jlpt_grammar,,
default,"""#意志, #可能, #否定, #困難, #状況, #制限, #N2文法""",[Để trống],,jlpt_grammar,,
～(よ)うにも～ない,"高熱が出たのだが、すぐに病院へ行こうにも、日曜でどこも休診だった。 (Tôi bị sốt cao, muốn đến bệnh viện ngay nhưng vì là chủ nhật nên chỗ nào cũng nghỉ cả.)",N2,Cấu trúc '～(よ)うにも～ない' được sử dụng để diễn tả {{c1::sự bất lực}} khi {{c1::có ý định}} nhưng không thể thực hiện được vì hoàn cảnh khách quan. Nó thể hiện {{c2::sự frustration}} và {{c2::tình huống bất khả kháng}} mà người nói gặp phải. Cấu trúc này thường xuất hiện trong các tình huống {{c3::khó khăn}} hoặc khi gặp phải {{c3::trở ngại không thể vượt qua}}.,jlpt_grammar,,
～(よ)うにも～ない vs ～たくても～ない vs ～ようがない,Các cấu trúc diễn tả sự bất lực và không thể thực hiện,N2,,jlpt_grammar,,
〜にこしたことはない,"Tiền nhà thì đúng là rẻ thì vẫn tốt hơn, nhưng ở xa nhà ga thì cũng rắc rối đấy.",N2,"""Cấu trúc này được sử dụng để diễn tả rằng một điều gì đó tốt hơn hoặc lý tưởng hơn, nhưng không phải là điều bắt buộc. Nó mang ý nghĩa """"đương nhiên là… thì tốt hơn"""" hoặc """"không có gì tốt hơn…"""". Thường được sử dụng để đưa ra lời khuyên hoặc ý kiến một cách nhẹ nhàng.""",jlpt_grammar,,
default,"""#推薦, #意見, #比較, #アドバイス, #理想, #実用的, #日常会話""",[Để trống],,jlpt_grammar,,
〜にこしたことはない,アルバイトではなく正社員になれるのなら、それに越したことはない。(Nếu có thể trở thành nhân viên chính thức mà không đi làm thêm thì điều đó đúng là tốt hơn.),N2,"Cấu trúc này được sử dụng để diễn tả {{c1::lời khuyên nhẹ nhàng}} hoặc {{c1::ý kiến cá nhân}} về điều gì đó tốt hơn. Nó có nghĩa là {{c2::không có gì tốt hơn}} hoặc {{c2::đương nhiên là… thì tốt hơn}}. Khác với các cấu trúc mang tính bắt buộc, đây chỉ thể hiện {{c3::sự ưu tiên}} hoặc {{c3::lý tưởng}} trong một tình huống cụ thể.",jlpt_grammar,,
推薦・意見表現の比較,So sánh các cách diễn tả lời khuyên và ý kiến,N2,,jlpt_grammar,,
～というか…というか,"Cô ấy không rõ là dễ thương hay là giống trẻ con, nhưng nói chung là trẻ hơn tuổi.",N3,"Cấu trúc này được sử dụng khi người nói muốn đưa ra hai hoặc nhiều đánh giá về cùng một sự việc nhưng không thể xác định chính xác cái nào đúng hơn. Nó thể hiện sự do dự, không chắc chắn trong việc đưa ra nhận định. Thường được dùng để mô tả tính cách, ngoại hình hoặc hành động của ai đó một cách không quá khẳng định.",jlpt_grammar,,
default,"""#評価, #並列, #迷い, #表現, #曖昧, #意見, #描写""",,,jlpt_grammar,,
～というか…というか,"父は真面目というか頑固というか、とにかく自分の意見を曲げない。(Cha tôi không rõ là nghiêm túc hay cố chấp, nhưng nói chung là không thay đổi ý kiến của mình.)",N3,"Cấu trúc này được sử dụng để {{c1::nêu ra nhiều đánh giá}} về cùng một đối tượng khi người nói {{c2::không thể xác định chính xác}} cái nào đúng hơn. Nó thể hiện {{c2::sự do dự}} hoặc {{c2::không chắc chắn}} trong việc đưa ra nhận định. Thường xuất hiện khi {{c3::mô tả tính cách}}, {{c3::ngoại hình}} hoặc {{c3::đánh giá hành vi}} của ai đó một cách không quá khẳng định.",jlpt_grammar,,
Nhóm cấu trúc thể hiện sự do dự trong đánh giá,Nhóm cấu trúc thể hiện sự do dự và không chắc chắn trong đánh giá,N3,,jlpt_grammar,,
～からして,"Một người giàu như cô ấy, ngay từ món đồ mang theo cũng đã khác so với chúng ta rồi.",N2,"""～からして được sử dụng để nêu ra một trường hợp, thuộc tính hoặc ví dụ cụ thể nhất để làm căn cứ đánh giá, hàm ý rằng những thứ khác cũng tương tự như vậy. Cấu trúc này mang tính nhấn mạnh và thường được dịch là """"ngay từ… cũng đã…"""" trong tiếng Việt.""",jlpt_grammar,,
default,"""#比較, #例示, #評価, #判断基準, #N2文法, #接続助詞, #強調""",[Để trống],,jlpt_grammar,,
～からして,"金持ちの彼女は持ち物からして私たちとは違う。(Một người giàu như cô ấy, ngay từ món đồ mang theo cũng đã khác so với chúng ta rồi。)",N2,Cấu trúc '～からして' được sử dụng để {{c1::đưa ra một ví dụ cụ thể}} làm {{c1::căn cứ đánh giá}} toàn bộ. Nó mang ý nghĩa {{c2::nhấn mạnh}} rằng ngay cả một khía cạnh nhỏ cũng đã cho thấy {{c2::đặc điểm tổng thể}}. Thường xuất hiện trong các tình huống {{c3::so sánh}} hoặc {{c3::phê phán}}.,jlpt_grammar,,
からして・をはじめとして・にしても,Các cấu trúc nêu ví dụ và so sánh,N2,,jlpt_grammar,,
～（に）は…が／～ことは…が,Đúng là mưa có rơi nhưng chỉ có 3mm thôi. Thế này thì không giải quyết được vấn đề thiếu nước.,N2,"""Cấu trúc này được sử dụng khi người nói thừa nhận sự thật ở vế trước nhưng muốn nhấn mạnh có điều gì đó không như mong đợi ở vế sau. Thường mang ý nghĩa tiêu cực hoặc không hài lòng. Có thể dùng cả """"には"""" và """"ことは"""" với ý nghĩa tương tự.""",jlpt_grammar,,
default,"""#承認, #転換, #逆接, #強調, #会話, #文語, #口語""",,,jlpt_grammar,,
～（に）は…が／～ことは…が,"同窓会、行ったことは行ったんだけど、風邪気味だったんで、30分ほどで帰ってきちゃった。 (Đúng là tôi có đi hội đồng môn, nhưng lúc ấy hình như bị cảm, ngồi khoảng 30 phút thì tôi về.)",N2,Cấu trúc này được sử dụng để {{c1::thừa nhận}} sự thật ở vế trước nhưng {{c1::nhấn mạnh}} có vấn đề hoặc điều không như mong đợi ở vế sau. Nó mang tính {{c2::miễn cưỡng}} khi công nhận một sự việc. Thường được dùng trong các tình huống {{c3::không hài lòng}} hoặc {{c3::phàn nàn}} về kết quả thực tế.,jlpt_grammar,,
承認と転換を表す文法構造の比較,Các cấu trúc thể hiện sự thừa nhận và chuyển đổi,N2,,jlpt_grammar,,
～にとどまらず,Ảnh hưởng của sự suy giảm rừng mưa nhiệt đới không chỉ dừng ở các vùng xung quanh mà còn lan rộng ra toàn thế giới.,N1,"""Cấu trúc """"～にとどまらず"""" được sử dụng để biểu thị rằng một hiện tượng, tác động hay phạm vi không chỉ giới hạn ở một phạm vi nhất định mà còn mở rộng ra nhiều phạm vi khác lớn hơn. Đây là cấu trúc trang trọng thường xuất hiện trong văn viết và các bài phát biểu chính thức. Cấu trúc này nhấn mạnh sự lan rộng vượt quá kỳ vọng ban đầu.""",jlpt_grammar,,
default,"""#範囲, #拡大, #限定, #否定, #影響, #N1文法, #書き言葉""",[Để trống],,jlpt_grammar,,
～にとどまらず,問題は一企業にとどまらず、業界全体に影響している。 (Vấn đề không chỉ dừng ở một doanh nghiệp mà còn ảnh hưởng đến toàn ngành.),N1,"""Cấu trúc """"～にとどまらず"""" được sử dụng để biểu thị rằng một tác động, hiện tượng hay phạm vi {{c1::không chỉ giới hạn}} ở một phạm vi nhất định mà còn {{c1::mở rộng ra nhiều lĩnh vực khác}}. Nó mang ý nghĩa {{c2::vượt quá sự kỳ vọng ban đầu}} và thường được dùng trong {{c3::văn viết trang trọng}} như báo chí, học thuật. Cấu trúc này {{c3::nhấn mạnh sự lan rộng}} một cách bất ngờ hoặc đáng chú ý.""",jlpt_grammar,,
にとどまらず vs だけでなく vs のみならず,Các cấu trúc biểu thị mở rộng phạm vi,N1,,jlpt_grammar,,
～矢先に／の,Ngay sau khi vừa đến Nhật thì tôi quên để túi và làm mất hộ chiếu.,N1,"""Cấu trúc ～矢先に mang ý nghĩa """"ngay sau khi"""" hoặc """"đúng vào lúc"""", thường diễn tả một sự việc xảy ra ngay sau một hành động vừa hoàn thành hoặc ngay trước khi làm gì đó. Đây là cấu trúc văn viết, mang tính trang trọng và thường kết hợp với những tình huống bất ngờ hoặc không mong muốn. Có hai cách sử dụng chính: sau động từ thể た và sau ～ようとした.""",jlpt_grammar,,
default,"""#矢先に, #直後, #タイミング, #文章語, #N1文法, #時間表現, #接続表現""",[Để trống],,jlpt_grammar,,
～矢先に／の,突然彼女が婚約解消を言い出した。式場を決めた矢先のことだった。 (Đột nhiên cô ấy thông báo hủy hôn. Nó xảy ra ngay sau khi quyết định địa điểm tổ chức hôn lễ.),N1,"Cấu trúc ～矢先に được sử dụng để diễn tả {{c1::thời điểm ngay sau}} một hành động vừa hoàn thành hoặc {{c1::đúng lúc}} định thực hiện một việc gì đó. Nó mang tính {{c2::văn viết}} và {{c2::trang trọng}}, ít được sử dụng trong hội thoại thường ngày. Cấu trúc này thường kết hợp với những tình huống {{c3::bất ngờ}} hoặc {{c3::không mong đợi}}, tạo ra sự tương phản thú vị trong câu chuyện.",jlpt_grammar,,
時間表現の比較,"""So sánh các cách diễn đạt thời gian """"ngay sau khi""""""",N1,,jlpt_grammar,,
～では…～では,"Trời cứ mưa rồi lại ngớt, mưa rồi lại ngớt.",N3,"Cấu trúc ～では…～では được sử dụng để biểu thị một hành động hoặc trạng thái diễn ra lặp đi lặp lại một cách liên tục. Nó nhấn mạnh tính chất chu kỳ của hành động, tạo cảm giác nhàm chán hoặc bức bối. Cấu trúc này thường được sử dụng khi muốn miêu tả một tình huống không có tiến triển rõ ràng.",jlpt_grammar,,
default,"""#反復, #繰り返し, #習慣, #状況, #継続, #行動, #パターン""",[Để trống],,jlpt_grammar,,
～では…～では,留学のために貯金をしているのだが、なかなかたまらない。貯金通帳を見てはため息をつく毎日だ。(Tôi đang tích tiền để đi du học nhưng mãi mà vẫn không đủ. Mỗi ngày nhìn vào số tiền tiết kiệm tôi lại thở dài.),N3,"Cấu trúc '～では…～では' được sử dụng để biểu thị {{c1::hành động lặp đi lặp lại}} hoặc {{c1::trạng thái chu kỳ}}. Nó nhấn mạnh {{c2::tính chất không ngừng nghỉ}} của hoạt động và thường mang {{c2::sắc thái tiêu cực}} như sự nhàm chán, bức bối. Cấu trúc này thường xuất hiện khi {{c3::miêu tả thói quen}} hoặc {{c3::tình huống không có tiến triển}}.",jlpt_grammar,,
Cấu trúc biểu thị hành động lặp lại,Các cấu trúc biểu thị hành động lặp lại,N3,,jlpt_grammar,,
～ざるを得ない,Vì là quy định của nhà trường nên tôi bắt buộc phải cắt tóc.,N2,"Cấu trúc ～ざるを得ない dùng để diễn tả việc buộc phải làm một hành động nào đó mặc dù bản thân không muốn hoặc không thích. Đây là cách diễn đạt mang tính trang trọng, thường xuất hiện trong văn viết hoặc lời nói chính thức. Cấu trúc này nhấn mạnh tính bất đắc dĩ và sự miễn cưỡng của người nói.",jlpt_grammar,,
default,"""#義務, #必要性, #書き言葉, #不本意, #仕方がない, #硬い表現, #避けられない""",[Để trống],,jlpt_grammar,,
～ざるを得ない,彼の意見に反対せざるを得ない。(Tôi buộc phải phản đối ý kiến của anh ấy.),N2,Cấu trúc ～ざるを得ない được sử dụng để diễn tả {{c1::sự bắt buộc}} hoặc {{c1::nghĩa vụ}} phải thực hiện một hành động nào đó mặc dù bản thân {{c2::không muốn}} hoặc {{c2::miễn cưỡng}}. Đây là cách diễn đạt mang tính {{c3::trang trọng}} và thường xuất hiện trong {{c3::văn viết}} hoặc {{c3::lời nói chính thức}}. Cấu trúc này nhấn mạnh rằng người nói không có lựa chọn nào khác.,jlpt_grammar,,
義務・必要性を表す表現の比較,Các cách diễn đạt nghĩa vụ và sự cần thiết,N2,,jlpt_grammar,,
～にほかならない,Việc cô ấy thi đỗ chính là kết quả của những nỗ lực.,N2,"Cấu trúc này dùng để khẳng định mạnh mẽ rằng điều gì đó chính xác là như vậy, không có lý do nào khác. Mang tính chất trang trọng và thường xuất hiện trong văn viết. Thể hiện sự tin tưởng tuyệt đối của người nói về lý do hoặc nguyên nhân được nêu ra.",jlpt_grammar,,
default,"""#断定, #書き言葉, #文語的, #強調, #理由, #結果, #確信""",[Để trống],,jlpt_grammar,,
～にほかならない,脳死は人間の死にほかならないと考える人が増えた。(Ngày càng nhiều người cho rằng sự chết não chính là cái chết của con người.),N2,"Cấu trúc này được sử dụng để {{c1::khẳng định mạnh mẽ}} rằng điều gì đó {{c1::chính xác là như vậy}} và không có lý do nào khác. Nó mang tính {{c2::trang trọng}} và {{c2::chính thức}}, thường xuất hiện trong {{c3::văn viết}} hoặc các bài phát biểu {{c3::trang trọng}}. Cấu trúc này thể hiện sự tin tưởng tuyệt đối của người nói về nguyên nhân hoặc lý do được đưa ra.",jlpt_grammar,,
Cấu trúc khẳng định và nhấn mạnh,Các cấu trúc khẳng định và nhấn mạnh,N2,,jlpt_grammar,,
なんて／とは vs だなんて vs なんか,Các cấu trúc biểu thị cảm xúc và thái độ,N3,,jlpt_grammar,,
～(よ)うではないか,Chúng ta hãy cùng nhau suy nghĩ về vấn đề này.,N2,"Cấu trúc này được sử dụng để bày tỏ mạnh mẽ ý chí của người nói và kêu gọi người khác cùng tham gia hành động. Nó mang tính trang trọng và thường xuất hiện trong các tình huống chính thức như cuộc họp, diễn thuyết. Khác với các cách mời thông thường, cấu trúc này có sức thuyết phục mạnh hơn và thể hiện sự quyết tâm của người nói.",jlpt_grammar,,
default,"""#呼びかけ, #意志, #勧誘, #敬語, #提案, #共同行動, #フォーマル""",[Để trống],,jlpt_grammar,,
～(よ)うではないか,目標に向かってお互いがんばろうではないか。(Hãy cùng nhau cố gắng hướng đến mục tiêu.),N2,"Cấu trúc này được sử dụng để {{c1::kêu gọi mọi người cùng tham gia}} vào một hành động với {{c1::ý chí mạnh mẽ}} từ phía người nói. Nó mang tính {{c2::trang trọng}} và {{c2::thuyết phục}} cao, thường xuất hiện trong các bối cảnh {{c3::chính thức}} như cuộc họp, diễn thuyết, hoặc khi muốn {{c3::động viên}} mọi người cùng hành động.",jlpt_grammar,,
勧誘・呼びかけの表現,Các cách thể hiện lời mời và kêu gọi,N2,,jlpt_grammar,,
