word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
振り返る,ふりかえる,"ngoảnh lại, nhìn lại, hồi tưởng",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),過去（かこ）を振（ふ）り返（かえ）って反省（はんせい）する。,Nhìn lại quá khứ và suy nghĩ.,"振 (chấn) - rung, vẫy, + 返 (phản) - quay lại. Kết hợp: vẫy tay quay lại, nhìn lại.",人生を振り返る（じんせいをふりかえる）: nhìn lại cuộc đời、歴史を振り返る（れきしをふりかえる）: hồi tưởng lịch sử、過去を振り返る（かこをふりかえる）: nhìn lại quá khứ
解ける,ほどける,"mở ra, cởi ra, tháo ra, giải tỏa",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),くつのひもがほどけた。,Dây giày bị tháo ra.,"""解 (giải) - bao gồm bộ """"giác"""" (角) ở bên trái và """"đao/dao"""" (刀) ở bên phải, có nghĩa là cắt/tháo gỡ những thứ phức tạp.""",緊張がほどける（きんちょうがほどける）: căng thẳng được giải tỏa、結び目がほどける（むすびめがほどける）: nút thắt bị tháo ra、髪がほどける（かみがほどける）: tóc xõa ra
解く,ほどく,"cởi, tháo, giải, gỡ",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),荷物のひもをほどいて中の物を出す。,Tháo dây buộc hành lí và lấy đồ bên trong ra.,"""解 (giải) - bao gồm bộ """"giác"""" (角) và """"đao/dao"""" (刀), biểu thị việc dùng dao để cắt, tháo gỡ những thứ phức tạp.""",問題を解く（もんだいをほどく）: giải quyết vấn đề、謎を解く（なぞをほどく）: giải đáp câu đố、結び目を解く（むすびめをほどく）: gỡ nút thắt
枯れる,かれる,"bị héo, bị tàn, khô đi",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),害虫のせいで、木が枯れてしまった。,Do côn trùng gây hại mà cây bị héo úa.,"""枯 (khô) - gồm bộ """"mộc"""" (木) chỉ cây cối và """"cổ"""" (古) có nghĩa là cũ, già. Kết hợp lại: cây cối già đi, khô héo.""",枯れ木（かれき）: cây khô héo、枯れ葉（かれは）: lá úa、枯れ果てる（かれはてる）: héo tàn hoàn toàn
枯らす,からす,"làm héo, làm khô",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),病気が発生し、多くの木が枯らしてしまった。,Do dịch bệnh phát sinh nên nhiều cây bị héo.,"""枯 (khô) - gồm bộ """"mộc"""" (木) chỉ cây cối và """"cổ"""" (古) có nghĩa là cũ, già. Kết hợp lại: làm cho cây cối già đi, khô héo.""",植物を枯らす（しょくぶつをからす）: làm cây héo、草を枯らす（くさをからす）: làm cỏ khô、花を枯らす（はなをからす）: làm hoa héo
湿る,しめる,"bị ẩm, trở nên ẩm ướt",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),朝干した洗濯物がまだ湿っている。,Đồ phơi buổi sáng vẫn còn ẩm ướt.,"""湿 (thấp) - gồm bộ """"thủy"""" (氵) chỉ nước và thành phần """"显"""" biểu thị hiện ra, hiển hiện. Kết hợp: sự xuất hiện của nước trong không khí hoặc vật chất.""",湿り気（しめりけ）: độ ẩm、湿っぽい（しめっぽい）: ẩm ướt、湿り切る（しめりきる）: ẩm ướt hoàn toàn
凍る,こおる,"đông cứng, đóng băng",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),水が凍る。,Nước đông đá.,"""凍 (đông) - gồm bộ """"băng"""" (冫) chỉ băng đá và thành phần """"東"""" (đông - phương hướng). Kết hợp: băng đá ở phương đông (mùa đông).""",凍り付く（こおりつく）: đông cứng lại、氷点下（ひょうてんか）で凍る: đóng băng ở nhiệt độ âm、凍えそう（こごえそう）: có vẻ sắp đông cứng
震える,ふるえる,"run, rung, rung chuyển, run rẩy",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),寒さ｛に/で｝手足がぶるぶる震える。,Do lạnh nên chân tay run cầm cập.,"""震 (chấn) - gồm bộ """"vũ"""" (雨) chỉ mưa ở trên và """"thần"""" (辰) ở dưới, gợi ý về sức mạnh tự nhiên gây ra sự rung chuyển như sấm sét, động đất.""",震え上がる（ふるえあがる）: run lên、恐怖で震える（きょうふでふるえる）: run vì sợ hãi、激しく震える（はげしくふるえる）: run dữ dội
輝く,かがやく,"sáng lấp lánh, chiếu sáng, tỏa sáng",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),空に太陽が輝いている。,Mặt trời chiếu sáng trên bầu trời.,"""輝 (huy) - gồm bộ """"xa"""" (車) ở bên trái và """"quang"""" (光) ở bên phải. Hình ảnh ánh sáng (光) phản chiếu từ bánh xe (車) kim loại tạo nên sự lấp lánh.""",輝かしい（かがやかしい）: rực rỡ、輝き続ける（かがやきつづける）: tiếp tục tỏa sáng、金色に輝く（きんいろにかがやく）: tỏa sáng màu vàng kim
溢れる,あふれる,"tràn, đầy, tràn đầy, dư thừa",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),大雨で川の水があふれた。,Do mưa lớn nên sông đầy nước.,"""溢 (dật) - gồm bộ """"thủy"""" (氵) chỉ nước và """"dật"""" (益) nghĩa là tăng thêm. Kết hợp: nước tăng lên đến mức tràn ra ngoài.""",あふれ出す（あふれだす）: tràn ra、涙があふれる（なみだがあふれる）: nước mắt tràn trề、愛であふれる（あいであふれる）: tràn đầy tình yêu
余る,あまる,"dư thừa, còn lại, còn dư",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),作りすぎて料理が余ってしまった。,Nấu ăn quá nhiều nên thức ăn bị dư thừa.,余 (dư) - cấu trúc kanji này gợi ý về người (亻) và số (八) - ám chỉ một người còn dư ra sau khi chia số 8 cho nhiều người.,時間が余る（じかんがあまる）: dư thời gian、余り物（あまりもの）: đồ thừa、余り多い（あまりおおい）: quá nhiều
目立つ,めだつ,"nổi bật, đáng chú ý, thu hút sự chú ý",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),彼女は背が高いので目立つだ。,Cô ấy cao nên nổi bật.,"""目 (mục) - con mắt, + 立 (lập) - đứng lên. Kết hợp: điều gì đó """"đứng lên"""" trước mắt, nổi bật hơn những thứ khác.""",目立つ存在（めだつそんざい）: sự tồn tại nổi bật、目立たない（めだたない）: không nổi bật、目立ちすぎる（めだちすぎる）: quá nổi bật
見下ろす,みおろす,"nhìn xuống, cúi nhìn từ trên cao",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),このビルの屋上から町が見下ろせる。,Từ trần nhà của tòa nhà này nhìn xuống sẽ thấy được thành phố.,"見 (kiến) - nhìn, thấy, + 下 (hạ) - xuống dưới, + ろす (hình thức của おろす) - hạ xuống. Kết hợp: nhìn theo hướng đi xuống.",高いところから見下ろす（たかいところからみおろす）: nhìn xuống từ nơi cao、見下ろせる景色（みおろせるけしき）: cảnh quan có thể nhìn xuống、山頂から見下ろす（さんちょうからみおろす）: nhìn xuống từ đỉnh núi
戦う,たたかう,"chiến đấu, đánh nhau, tranh đấu",mimikaraoboeru,Động từ nhóm 1 (Godan-doushi),国と国とが領土をめぐって戦う。,Các nước gây chiến tranh quay quanh vấn đề lãnh thổ.,"""戦 (chiến) - gồm bộ """"qua"""" (戈) chỉ vũ khí và """"tiền/trước"""" (前) ở dưới, gợi ý việc cầm vũ khí tiến lên phía trước để chiến đấu.""",病気と戦う（びょうきとたたかう）: chiến đấu với bệnh tật、困難に戦う（こんなんにたたかう）: đấu tranh với khó khăn、命をかけて戦う（いのちをかけてたたかう）: chiến đấu bằng cả mạng sống
敗れる,やぶれる,"bị đánh bại, thua cuộc, thất bại",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),試合に敗れる。,Bị thua trận đấu.,"""敗 (bại) - gồm bộ """"khuyển/cáo"""" (犭) biến thể thành bên trái và """"只"""" (chỉ) ở bên phải. Hình ảnh này gợi ý về một con thú bị đánh bại trong cuộc săn.""",大差で敗れる（おおさでやぶれる）: thua với cách biệt lớn、最終戦に敗れる（さいしゅうせんにやぶれる）: thua trận cuối cùng、連続で敗れる（れんぞくでやぶれる）: thua liên tiếp
逃げる,にげる,"chạy trốn, tẩu thoát, bỏ chạy",mimikaraoboeru,Động từ nhóm 2 (Ichidan-doushi),犯人は海外に逃げたらしい。,Tội phạm đã trốn ra nước ngoài.,"""逃 (đào) - gồm bộ """"xước/tẩu"""" (辶) chỉ sự di chuyển và """"mễ"""" (兔) trông giống hình con thỏ. Tưởng tượng một con thỏ đang chạy nhanh để thoát khỏi kẻ săn mồi.""",現実から逃げる（げんじつからにげる）: trốn tránh thực tế、先に逃げる（さきににげる）: trốn trước、夜逃げする（よにげする）: trốn đi vào ban đêm (trốn nợ)
転がる,ころがる,lăn (tự động),mimikaraoboeru,Động từ tự động từ (自動詞),ボールが転がる。,Bóng lăn.,"転 (chuyển) - gồm bộ 車 (xa) - xe cộ, và phần trên thể hiện chuyển động quay tròn. Thể hiện ý nghĩa vật thể tự quay tròn và di chuyển.",転がり落ちる（ころがりおちる）: lăn rơi xuống、寝転がる（ねころがる）: nằm lăn ra、転げ回る（ころげまわる）: lăn lộn
転がす,ころがす,lăn (vật gì đó),mimikaraoboeru,Động từ tha động từ (他動詞),ボーリングの球を転がしてピンを倒す。,Lăn quả bóng bowling làm đổ đinh.,"転 (chuyển) - gồm bộ 車 (xa) - xe cộ, và phần trên thể hiện chuyển động quay tròn. Thể hiện hành động làm cho vật thể quay tròn và di chuyển.",転がし入れる（ころがしいれる）: lăn vào trong、玉転がし（たまころがし）: trò chơi lăn bi、手転がし（てころがし）: sự vụng về
傾く,かたむく,nghiêng,mimikaraoboeru,Động từ tự động từ (自動詞),地震で併が傾いてしまった。,Động đất làm hàng rào đổ nghiêng.,"傾 (khuynh) - gồm bộ 亻(nhân) - người, và phần 頃 (khoảnh) - khoảng thời gian, thể hiện trạng thái không vững vàng, nghiêng lệch.",傾き（かたむき）: độ nghiêng、日が傾く（ひがかたむく）: mặt trời xế bóng、傾斜（けいしゃ）: độ dốc
傾ける,かたむける,"nghiêng, hướng vào",mimikaraoboeru,Động từ tha động từ (他動詞),あの子は分からないことがあると、首を傾ける癖がある。,Cậu bé ấy cứ có chuyện không hiểu là lại có thói quen nghiêng đầu.,"傾 (khuynh) - gồm bộ 亻(nhân) - người, và phần 頃 (khoảnh) - khoảng thời gian, thể hiện hành động làm cho cái gì đó nghiêng lệch.",耳を傾ける（みみをかたむける）: lắng nghe、心を傾ける（こころをかたむける）: dành tâm sức cho、情熱を傾ける（じょうねつをかたむける）: dồn nhiệt huyết vào
裏返す,うらがえす,lật úp,mimikaraoboeru,Động từ tha động từ (他動詞),この書類を書き終わったら、裏返して机の上に置いてください。,Sau khi viết xong tài liệu hãy lật úp lại và đặt lên bàn nhé.,"裏 (lí) - phía sau, mặt trái + 返 (phản) - trả lại, đảo ngược. Kết hợp lại thể hiện hành động đảo ngược mặt sau lên trên.",裏返し（うらがえし）: sự lật ngược、裏返しにする（うらがえしにする）: lật lại、ひっくり返す（ひっくりかえす）: lật úp
散らかる,ちらかる,"bừa bộn, trong mớ hỗn độn",mimikaraoboeru,Động từ tự động từ (自動詞),兄の部屋はいつも散らかっている。,Phòng của anh trai lúc nào cũng vương vãi ra.,"散 (tán) - gồm bộ 攵 (phộc) - đánh và phần trên thể hiện sự phân tán, rải rác. Thể hiện trạng thái các vật bị vương vãi, phân tán.",散らかり放題（ちらかりほうだい）: bừa bãi vô độ、物が散らかる（ものがちらかる）: đồ đạc bừa bộn、書類が散らかる（しょるいがちらかる）: giấy tờ vương vãi
散らかす,ちらかす,"làm lung tung, vương vãi",mimikaraoboeru,Động từ tha động từ (他動詞),うちの子はすぐに部屋を散らかしてしまう。,Con trai tôi hở chút là nó lại làm loạn cả phòng lên.,"散 (tán) - gồm bộ 攵 (phộc) - đánh và phần trên thể hiện sự phân tán, rải rác. Thể hiện hành động làm cho các vật bị vương vãi, phân tán.",散らかし放題（ちらかしほうだい）: vương vãi vô độ、散らかし癖（ちらかしぐせ）: thói quen làm bừa bộn、机を散らかす（つくえをちらかす）: làm bừa bộn bàn
散らばる,ちらばる,vứt lung tung,mimikaraoboeru,Động từ tự động từ (自動詞),路上にゴミが散らばっている。,Rác vứt bừa bãi trên đường.,"散 (tán) - gồm bộ 攵 (phộc) - đánh và phần trên thể hiện sự phân tán, rải rác. Thể hiện trạng thái các vật bị phân tán trên phạm vi rộng.",星が散らばる（ほしがちらばる）: sao rải khắp bầu trời、落ち葉が散らばる（おちばがちらばる）: lá rụng nằm rải rác、人口が散らばる（じんこうがちらばる）: dân số phân tán
